location,model,pivot_date,lead,variant,MAE,MSE
USA,GARW,2022-03-21,-5,Delta,0.0008547492699999999,7.305963145655328e-07
USA,GARW,2022-03-21,-4,Delta,0.00088299245,7.796756667570025e-07
USA,GARW,2022-03-21,-3,Delta,0.0009622006000000001,9.258299946403601e-07
USA,GARW,2022-03-21,-2,Delta,0.0010794064,1.1651181763609599e-06
USA,GARW,2022-03-21,-1,Delta,0.0012054267,1.4530535290728897e-06
USA,GARW,2022-03-21,0,Delta,0.00130627494,1.7063542188720035e-06
USA,GARW,2022-03-21,1,Delta,0.0014074364000000001,1.9808772200449604e-06
USA,GARW,2022-03-21,2,Delta,0.00145116336,2.1058750974064896e-06
USA,GARW,2022-03-21,3,Delta,0.0014805756999999998,2.1921044034304894e-06
USA,GARW,2022-03-21,4,Delta,0.0015281184000000003,2.335145844418561e-06
USA,GARW,2022-03-21,5,Delta,0.0015272012,2.33234350528144e-06
USA,GARW,2022-03-21,6,Delta,0.0014603667,2.1326708984688904e-06
USA,GARW,2022-03-21,7,Delta,0.0013287061000000003,1.7654599001772108e-06
USA,GARW,2022-03-21,8,Delta,0.0012451579,1.5504181959324101e-06
USA,GARW,2022-03-21,9,Delta,0.0011079108,1.22746634075664e-06
USA,GARW,2022-03-21,10,Delta,0.00095627345,9.144589111749026e-07
USA,GARW,2022-03-21,11,Delta,0.0008549432999999999,7.309280462148899e-07
USA,GARW,2022-03-21,12,Delta,0.0007231840599999998,5.229951846380834e-07
USA,GARW,2022-03-21,13,Delta,0.0006148057,3.7798604875248996e-07
USA,GARW,2022-03-21,-14,Omicron 21K,0.03347695000000006,0.001120706181302504
USA,GARW,2022-03-21,-13,Omicron 21K,0.04166543999999994,0.0017360088903935953
USA,GARW,2022-03-21,-12,Omicron 21K,0.04956769999999999,0.002456956883289999
USA,GARW,2022-03-21,-11,Omicron 21K,0.060278470000000084,0.00363349394554091
USA,GARW,2022-03-21,-10,Omicron 21K,0.07321107000000004,0.005359860770544907
USA,GARW,2022-03-21,-9,Omicron 21K,0.08721206000000004,0.007605943409443606
USA,GARW,2022-03-21,-8,Omicron 21K,0.10138150000000001,0.010278208542250002
USA,GARW,2022-03-21,-7,Omicron 21K,0.11754586999999994,0.013817031554056886
USA,GARW,2022-03-21,-6,Omicron 21K,0.13289430000000002,0.017660894972490005
USA,GARW,2022-03-21,-5,Omicron 21K,0.14923319999999995,0.022270547982239985
USA,GARW,2022-03-21,-4,Omicron 21K,0.16395142000000001,0.026880068120016403
USA,GARW,2022-03-21,-3,Omicron 21K,0.17302717,0.029938401558208903
USA,GARW,2022-03-21,-2,Omicron 21K,0.18029050000000002,0.03250466439025001
USA,GARW,2022-03-21,-1,Omicron 21K,0.18012613000000005,0.03244542270877692
USA,GARW,2022-03-21,0,Omicron 21K,0.16848179999999996,0.028386116931239987
USA,GARW,2022-03-21,1,Omicron 21K,0.153762,0.023642752644000002
USA,GARW,2022-03-21,2,Omicron 21K,0.13478015000000004,0.01816568883402251
USA,GARW,2022-03-21,3,Omicron 21K,0.10442474000000002,0.010904526324067604
USA,GARW,2022-03-21,4,Omicron 21K,0.07863998999999999,0.006184248027200099
USA,GARW,2022-03-21,5,Omicron 21K,0.04899075000000003,0.002400093585562503
USA,GARW,2022-03-21,6,Omicron 21K,0.02389907999999999,0.0005711660248463995
USA,GARW,2022-03-21,7,Omicron 21K,0.00018302000000000596,3.349632040000218e-08
USA,GARW,2022-03-21,8,Omicron 21K,0.020737709999999993,0.0004300526160440997
USA,GARW,2022-03-21,9,Omicron 21K,0.04110479,0.0016896037609441
USA,GARW,2022-03-21,10,Omicron 21K,0.05488415999999999,0.003012271018905599
USA,GARW,2022-03-21,11,Omicron 21K,0.06459775000000001,0.004172869305062501
USA,GARW,2022-03-21,12,Omicron 21K,0.0702233,0.004931311862890001
USA,GARW,2022-03-21,13,Omicron 21K,0.073931886,0.005465923767516996
USA,GARW,2022-03-21,-14,Omicron 21L,0.04188351000000001,0.0017542284099201012
USA,GARW,2022-03-21,-13,Omicron 21L,0.052535269999999995,0.0027599545939728993
USA,GARW,2022-03-21,-12,Omicron 21L,0.06394594999999997,0.0040890845214024965
USA,GARW,2022-03-21,-11,Omicron 21L,0.07790081999999998,0.006068537756672397
USA,GARW,2022-03-21,-10,Omicron 21L,0.09551490000000001,0.009123096122010003
USA,GARW,2022-03-21,-9,Omicron 21L,0.11463599999999996,0.013141412495999991
USA,GARW,2022-03-21,-8,Omicron 21L,0.13697685999999998,0.018762660175459595
USA,GARW,2022-03-21,-7,Omicron 21L,0.16142014,0.026056461597619596
USA,GARW,2022-03-21,-6,Omicron 21L,0.18790644,0.035308830193473605
USA,GARW,2022-03-21,-5,Omicron 21L,0.21580269999999996,0.04657080532728998
USA,GARW,2022-03-21,-4,Omicron 21L,0.2443686,0.059716012665959994
USA,GARW,2022-03-21,-3,Omicron 21L,0.27472989,0.07547651245941209
USA,GARW,2022-03-21,-2,Omicron 21L,0.30600943,0.09364177124892492
USA,GARW,2022-03-21,-1,Omicron 21L,0.33900335000000004,0.11492327131122253
USA,GARW,2022-03-21,0,Omicron 21L,0.36964533,0.1366376699908089
USA,GARW,2022-03-21,1,Omicron 21L,0.40088068999999993,0.16070532761487605
USA,GARW,2022-03-21,2,Omicron 21L,0.43542763000000007,0.18959722096741696
USA,GARW,2022-03-21,3,Omicron 21L,0.47104630000000003,0.22188461674369003
USA,GARW,2022-03-21,4,Omicron 21L,0.5083835999999999,0.2584538847489599
USA,GARW,2022-03-21,5,Omicron 21L,0.5414476500000001,0.29316555769052255
USA,GARW,2022-03-21,6,Omicron 21L,0.5753423,0.33101876216929
USA,GARW,2022-03-21,7,Omicron 21L,0.60437615,0.3652705306888225
USA,GARW,2022-03-21,8,Omicron 21L,0.63146562,0.39874882924198435
USA,GARW,2022-03-21,9,Omicron 21L,0.6553542400000001,0.42948917988597773
USA,GARW,2022-03-21,10,Omicron 21L,0.678185938,0.4599361665009399
USA,GARW,2022-03-21,11,Omicron 21L,0.694581695,0.482443731029073
USA,GARW,2022-03-21,12,Omicron 21L,0.7091207129999999,0.5028521856056283
USA,GARW,2022-03-21,13,Omicron 21L,0.720400938,0.5189775114712799
USA,GARW,2022-03-21,-14,other,0.013816122,0.00019088522711888402
USA,GARW,2022-03-21,-13,other,0.0170330291,0.0002901240803214468
USA,GARW,2022-03-21,-12,other,0.0209818508,0.0004402380629934606
USA,GARW,2022-03-21,-11,other,0.0256058303,0.000655658545352398
USA,GARW,2022-03-21,-10,other,0.0310426874,0.0009636484410141189
USA,GARW,2022-03-21,-9,other,0.037289441,0.0013905024100924809
USA,GARW,2022-03-21,-8,other,0.045222318,0.0020450580452931236
USA,GARW,2022-03-21,-7,other,0.053747957299999996,0.002888842913922623
USA,GARW,2022-03-21,-6,other,0.0640388816,0.0041009783565788185
USA,GARW,2022-03-21,-5,other,0.07640796999999999,0.005838177879520899
USA,GARW,2022-03-21,-4,other,0.0906980546,0.00822613710822458
USA,GARW,2022-03-21,-3,other,0.1087304596,0.01182231284482723
USA,GARW,2022-03-21,-2,other,0.1296373042,0.01680583064024334
USA,GARW,2022-03-21,-1,other,0.155935761,0.024315961558649124
USA,GARW,2022-03-21,0,other,0.186534827,0.034795241683919925
USA,GARW,2022-03-21,1,other,0.2260757794,0.05111025803131747
USA,GARW,2022-03-21,2,other,0.267949747,0.07179706691736401
USA,GARW,2022-03-21,3,other,0.3141543084,0.09869292948628233
USA,GARW,2022-03-21,4,other,0.3710282754,0.13766198114629824
USA,GARW,2022-03-21,5,other,0.4239896522,0.179767225172677
USA,GARW,2022-03-21,6,other,0.4722392964,0.22300995306436705
USA,GARW,2022-03-21,7,other,0.5213172375,0.27177166211463144
USA,GARW,2022-03-21,8,other,0.567294076,0.32182256866469383
USA,GARW,2022-03-21,9,other,0.615501696,0.3788423377788765
USA,GARW,2022-03-21,10,other,0.6603855582,0.4361090854791256
USA,GARW,2022-03-21,11,other,0.7060714798,0.49853693458696174
USA,GARW,2022-03-21,12,other,0.7350545496,0.5403051908876589
USA,GARW,2022-03-21,13,other,0.7666556103,0.5877608248044655
USA,GARW,2022-05-17,-14,Delta,8.6916724e-05,7.554516910892176e-09
USA,GARW,2022-05-17,-13,Delta,8.3145027e-05,6.91309551483073e-09
USA,GARW,2022-05-17,-12,Delta,7.9391526e-05,6.303014400608676e-09
USA,GARW,2022-05-17,-11,Delta,7.5527911e-05,5.704465340023921e-09
USA,GARW,2022-05-17,-10,Delta,7.224793e-05,5.2197633892849e-09
USA,GARW,2022-05-17,-9,Delta,6.8855081e-05,4.741022179516562e-09
USA,GARW,2022-05-17,-8,Delta,6.567644e-05,4.3133947710736e-09
USA,GARW,2022-05-17,-7,Delta,6.2653591e-05,3.92547246519528e-09
USA,GARW,2022-05-17,-6,Delta,5.9563505e-05,3.547811127885025e-09
USA,GARW,2022-05-17,-5,Delta,5.6753351e-05,3.220942849729201e-09
USA,GARW,2022-05-17,-4,Delta,5.3921156600000004e-05,2.907491129081724e-09
USA,GARW,2022-05-17,-3,Delta,5.13141744e-05,2.633144494353615e-09
USA,GARW,2022-05-17,-2,Delta,4.8717711599999996e-05,2.373415423540774e-09
USA,GARW,2022-05-17,-1,Delta,4.6208801e-05,2.135253289857601e-09
USA,GARW,2022-05-17,0,Delta,4.37323965e-05,1.9125225036332125e-09
USA,GARW,2022-05-17,1,Delta,4.14529047e-05,1.7183433080672823e-09
USA,GARW,2022-05-17,2,Delta,3.92906796e-05,1.5437575034298561e-09
USA,GARW,2022-05-17,3,Delta,3.7174074e-05,1.3819117777574762e-09
USA,GARW,2022-05-17,4,Delta,3.51561284e-05,1.2359533640772863e-09
USA,GARW,2022-05-17,5,Delta,3.3230944e-05,1.1042956391311361e-09
USA,GARW,2022-05-17,6,Delta,3.13679894e-05,9.839507589985123e-10
USA,GARW,2022-05-17,7,Delta,2.9551939700000002e-05,8.733171400324363e-10
USA,GARW,2022-05-17,8,Delta,2.7852500199999998e-05,7.757617673909999e-10
USA,GARW,2022-05-17,9,Delta,2.6191301500000002e-05,6.859842742639024e-10
USA,GARW,2022-05-17,10,Delta,2.45999812e-05,6.051590750403534e-10
USA,GARW,2022-05-17,11,Delta,2.3110358299999998e-05,5.340886607543788e-10
USA,GARW,2022-05-17,12,Delta,2.16702958e-05,4.696017200594977e-10
USA,GARW,2022-05-17,13,Delta,2.0324539760000002e-05,4.1308691645582095e-10
USA,GARW,2022-05-17,-14,Omicron 21K,0.0028290133999999993,8.003316817379556e-06
USA,GARW,2022-05-17,-13,Omicron 21K,0.0028453559999999994,8.096050766735996e-06
USA,GARW,2022-05-17,-12,Omicron 21K,0.0028520459,8.13416581570681e-06
USA,GARW,2022-05-17,-11,Omicron 21K,0.0028281284,7.998310246886562e-06
USA,GARW,2022-05-17,-10,Omicron 21K,0.0027747584999999997,7.699284733322249e-06
USA,GARW,2022-05-17,-9,Omicron 21K,0.0027214250999999996,7.406154574910007e-06
USA,GARW,2022-05-17,-8,Omicron 21K,0.0026455252,6.998803583835041e-06
USA,GARW,2022-05-17,-7,Omicron 21K,0.0025663643,6.58622572031449e-06
USA,GARW,2022-05-17,-6,Omicron 21K,0.0024728028,6.11475368768784e-06
USA,GARW,2022-05-17,-5,Omicron 21K,0.002374579,5.638625427241e-06
USA,GARW,2022-05-17,-4,Omicron 21K,0.0022679182,5.1434529618912395e-06
USA,GARW,2022-05-17,-3,Omicron 21K,0.0021604654,4.66761074459716e-06
USA,GARW,2022-05-17,-2,Omicron 21K,0.002051951,4.2105029064010006e-06
USA,GARW,2022-05-17,-1,Omicron 21K,0.0019312414,3.7296933450739595e-06
USA,GARW,2022-05-17,0,Omicron 21K,0.0018104540700000001,3.277743939579565e-06
USA,GARW,2022-05-17,1,Omicron 21K,0.0016934118600000002,2.86764372758866e-06
USA,GARW,2022-05-17,2,Omicron 21K,0.0015866237,2.5173747654016898e-06
USA,GARW,2022-05-17,3,Omicron 21K,0.0014804125,2.19162117015625e-06
USA,GARW,2022-05-17,4,Omicron 21K,0.0013791468200000001,1.9020459511161126e-06
USA,GARW,2022-05-17,5,Omicron 21K,0.00127812782,1.6336107242579523e-06
USA,GARW,2022-05-17,6,Omicron 21K,0.0011831413599999998,1.3998234777426491e-06
USA,GARW,2022-05-17,7,Omicron 21K,0.00108957368,1.1871708041487424e-06
USA,GARW,2022-05-17,8,Omicron 21K,0.0010029854299999999,1.0059797727922846e-06
USA,GARW,2022-05-17,9,Omicron 21K,0.00092035877,8.470602655159129e-07
USA,GARW,2022-05-17,10,Omicron 21K,0.00084361565,7.116873649249226e-07
USA,GARW,2022-05-17,11,Omicron 21K,0.000770848814,5.942078940452066e-07
USA,GARW,2022-05-17,12,Omicron 21K,0.0007032791259999999,4.946015290673238e-07
USA,GARW,2022-05-17,13,Omicron 21K,0.00063971472,4.092349229846785e-07
USA,GARW,2022-05-17,-14,Omicron 21L,0.0330087,0.0010895742756900002
USA,GARW,2022-05-17,-13,Omicron 21L,0.033770080000000036,0.0011404183032064025
USA,GARW,2022-05-17,-12,Omicron 21L,0.03431063000000001,0.0011772193309969006
USA,GARW,2022-05-17,-11,Omicron 21L,0.03408003999999998,0.0011614491264015986
USA,GARW,2022-05-17,-10,Omicron 21L,0.03326205999999998,0.0011063646354435989
USA,GARW,2022-05-17,-9,Omicron 21L,0.031882999999999995,0.0010165256889999997
USA,GARW,2022-05-17,-8,Omicron 21L,0.030301369999999994,0.0009181730238768997
USA,GARW,2022-05-17,-7,Omicron 21L,0.02842402000000005,0.0008079249129604028
USA,GARW,2022-05-17,-6,Omicron 21L,0.025997700000000012,0.0006758804052900007
USA,GARW,2022-05-17,-5,Omicron 21L,0.023170709999999983,0.0005368818019040992
USA,GARW,2022-05-17,-4,Omicron 21L,0.02215492999999996,0.0004908409233048983
USA,GARW,2022-05-17,-3,Omicron 21L,0.020132729999999988,0.0004053268172528995
USA,GARW,2022-05-17,-2,Omicron 21L,0.018599399999999988,0.00034593768035999956
USA,GARW,2022-05-17,-1,Omicron 21L,0.016869899999999993,0.00028459352600999975
USA,GARW,2022-05-17,0,Omicron 21L,0.014900259999999999,0.00022201774806759994
USA,GARW,2022-05-17,1,Omicron 21L,0.013802830000000044,0.0001905181160089012
USA,GARW,2022-05-17,2,Omicron 21L,0.012615740000000042,0.00015915689574760104
USA,GARW,2022-05-17,3,Omicron 21L,0.011419200000000018,0.00013039812864000042
USA,GARW,2022-05-17,4,Omicron 21L,0.008852120000000019,7.836002849440034e-05
USA,GARW,2022-05-17,5,Omicron 21L,0.007252880000000017,5.2604268294400246e-05
USA,GARW,2022-05-17,6,Omicron 21L,0.005574400000000035,3.107393536000039e-05
USA,GARW,2022-05-17,7,Omicron 21L,0.0023827000000000154,5.677259290000073e-06
USA,GARW,2022-05-17,8,Omicron 21L,0.000578109999999965,3.3421117209995957e-07
USA,GARW,2022-05-17,9,Omicron 21L,0.0036738199999999943,1.3496953392399959e-05
USA,GARW,2022-05-17,10,Omicron 21L,0.0058622400000000185,3.436585781760022e-05
USA,GARW,2022-05-17,11,Omicron 21L,0.008899299999999999,7.919754048999999e-05
USA,GARW,2022-05-17,12,Omicron 21L,0.011397180000000035,0.00012989571195240078
USA,GARW,2022-05-17,13,Omicron 21L,0.013773580000000007,0.0001897115060164002
USA,GARW,2022-05-17,-14,Omicron 22A,0.0010867333,1.1809892653288899e-06
USA,GARW,2022-05-17,-13,Omicron 22A,0.0012817914000000001,1.6429891931139603e-06
USA,GARW,2022-05-17,-12,Omicron 22A,0.0015160526999999993,2.298415789177288e-06
USA,GARW,2022-05-17,-11,Omicron 22A,0.0017448254000000003,3.044415676485161e-06
USA,GARW,2022-05-17,-10,Omicron 22A,0.0020093797,4.037606778772091e-06
USA,GARW,2022-05-17,-9,Omicron 22A,0.0023710743000000005,5.621993336120492e-06
USA,GARW,2022-05-17,-8,Omicron 22A,0.0027369616000000006,7.490958799874563e-06
USA,GARW,2022-05-17,-7,Omicron 22A,0.0032085579999999985,1.029484443936399e-05
USA,GARW,2022-05-17,-6,Omicron 22A,0.003673035,1.3491186111224998e-05
USA,GARW,2022-05-17,-5,Omicron 22A,0.004218326,1.7794274242275996e-05
USA,GARW,2022-05-17,-4,Omicron 22A,0.004850742999999999,2.3529707652048994e-05
USA,GARW,2022-05-17,-3,Omicron 22A,0.005632314999999999,3.1722972259224985e-05
USA,GARW,2022-05-17,-2,Omicron 22A,0.006531384999999999,4.265899001822498e-05
USA,GARW,2022-05-17,-1,Omicron 22A,0.007533664000000001,5.675609326489601e-05
USA,GARW,2022-05-17,0,Omicron 22A,0.00836461,6.99667004521e-05
USA,GARW,2022-05-17,1,Omicron 22A,0.009520480000000001,9.063953943040003e-05
USA,GARW,2022-05-17,2,Omicron 22A,0.010752755,0.00011562174009002499
USA,GARW,2022-05-17,3,Omicron 22A,0.012146442,0.00014753605325936402
USA,GARW,2022-05-17,4,Omicron 22A,0.013607473,0.000185163321445729
USA,GARW,2022-05-17,5,Omicron 22A,0.015235180000000001,0.00023211070963240004
USA,GARW,2022-05-17,6,Omicron 22A,0.016906952000000003,0.0002858450259303041
USA,GARW,2022-05-17,7,Omicron 22A,0.018744279999999995,0.0003513480327183998
USA,GARW,2022-05-17,8,Omicron 22A,0.020809433999999998,0.00043303254340035593
USA,GARW,2022-05-17,9,Omicron 22A,0.023177734999999998,0.0005372073997302249
USA,GARW,2022-05-17,10,Omicron 22A,0.025566567999999998,0.0006536493992986239
USA,GARW,2022-05-17,11,Omicron 22A,0.028093296999999996,0.0007892333363302088
USA,GARW,2022-05-17,12,Omicron 22A,0.030743092,0.000945137705720464
USA,GARW,2022-05-17,13,Omicron 22A,0.03346063,0.0011196137599968998
USA,GARW,2022-05-17,-14,Omicron 22B,0.0009395437,8.827423642096899e-07
USA,GARW,2022-05-17,-13,Omicron 22B,0.0010298314000000003,1.0605527124259606e-06
USA,GARW,2022-05-17,-12,Omicron 22B,0.0011585071,1.3421387007504102e-06
USA,GARW,2022-05-17,-11,Omicron 22B,0.0013149453999999998,1.7290814049811595e-06
USA,GARW,2022-05-17,-10,Omicron 22B,0.0014932519999999996,2.229801535503999e-06
USA,GARW,2022-05-17,-9,Omicron 22B,0.0017090436999999993,2.9208303685096878e-06
USA,GARW,2022-05-17,-8,Omicron 22B,0.001963027699999999,3.853477750967286e-06
USA,GARW,2022-05-17,-7,Omicron 22B,0.0022425876999999997,5.029199592191288e-06
USA,GARW,2022-05-17,-6,Omicron 22B,0.002538617,6.444576272689e-06
USA,GARW,2022-05-17,-5,Omicron 22B,0.0029339460000000015,8.60803913091601e-06
USA,GARW,2022-05-17,-4,Omicron 22B,0.00337259,1.13743633081e-05
USA,GARW,2022-05-17,-3,Omicron 22B,0.0039326885,1.5466038838032248e-05
USA,GARW,2022-05-17,-2,Omicron 22B,0.0045083039999999994,2.0324804956415994e-05
USA,GARW,2022-05-17,-1,Omicron 22B,0.005237336,2.7429688376896004e-05
USA,GARW,2022-05-17,0,Omicron 22B,0.005880313,3.4578080977969e-05
USA,GARW,2022-05-17,1,Omicron 22B,0.0067119250000000005,4.5049937205625005e-05
USA,GARW,2022-05-17,2,Omicron 22B,0.007764306000000002,6.028444766163603e-05
USA,GARW,2022-05-17,3,Omicron 22B,0.008882596999999999,7.890052946440898e-05
USA,GARW,2022-05-17,4,Omicron 22B,0.010113349,0.000102279827995801
USA,GARW,2022-05-17,5,Omicron 22B,0.011473174999999999,0.00013163374458062497
USA,GARW,2022-05-17,6,Omicron 22B,0.013287273000000002,0.00017655162377652907
USA,GARW,2022-05-17,7,Omicron 22B,0.015167083000000001,0.00023004040672888905
USA,GARW,2022-05-17,8,Omicron 22B,0.017061132,0.000291082225121424
USA,GARW,2022-05-17,9,Omicron 22B,0.019280881,0.000371752372136161
USA,GARW,2022-05-17,10,Omicron 22B,0.022119381,0.000489267015823161
USA,GARW,2022-05-17,11,Omicron 22B,0.024321799999999998,0.0005915499552399999
USA,GARW,2022-05-17,12,Omicron 22B,0.027048554999999995,0.0007316243275880247
USA,GARW,2022-05-17,13,Omicron 22B,0.030221530000000003,0.0009133408755409002
USA,GARW,2022-05-17,-14,Omicron 22C,0.028231380000000028,0.0007970108167044016
USA,GARW,2022-05-17,-13,Omicron 22C,0.028746749999999988,0.0008263756355624993
USA,GARW,2022-05-17,-12,Omicron 22C,0.028970479999999965,0.000839288711430398
USA,GARW,2022-05-17,-11,Omicron 22C,0.028126209999999985,0.0007910836889640991
USA,GARW,2022-05-17,-10,Omicron 22C,0.026692739999999993,0.0007125023687075996
USA,GARW,2022-05-17,-9,Omicron 22C,0.025143059999999995,0.0006321734661635998
USA,GARW,2022-05-17,-8,Omicron 22C,0.023214080000000026,0.0005388935102464012
USA,GARW,2022-05-17,-7,Omicron 22C,0.021368039999999977,0.000456593133441599
USA,GARW,2022-05-17,-6,Omicron 22C,0.018626279999999995,0.0003469383066383998
USA,GARW,2022-05-17,-5,Omicron 22C,0.01646316999999997,0.0002710359664488991
USA,GARW,2022-05-17,-4,Omicron 22C,0.013674870000000006,0.00018700206951690015
USA,GARW,2022-05-17,-3,Omicron 22C,0.01053089000000007,0.00011089964419210149
USA,GARW,2022-05-17,-2,Omicron 22C,0.008699890000000043,7.568808601210076e-05
USA,GARW,2022-05-17,-1,Omicron 22C,0.00704307000000004,4.9604835024900565e-05
USA,GARW,2022-05-17,0,Omicron 22C,0.007022500000000043,4.93155062500006e-05
