date	location	variant	date_submitted	sequences
2022-01-26	USA	Delta	2022-02-05	1
2022-01-26	USA	Delta	2022-02-06	4
2022-01-26	USA	Delta	2022-02-07	2
2022-01-26	USA	Delta	2022-02-08	2
2022-01-26	USA	Delta	2022-02-09	3
2022-01-26	USA	Delta	2022-02-10	1
2022-01-26	USA	Delta	2022-02-11	2
2022-01-26	USA	Delta	2022-02-14	1
2022-01-26	USA	Delta	2022-02-15	12
2022-01-26	USA	Delta	2022-02-16	4
2022-01-26	USA	Delta	2022-02-17	1
2022-01-26	USA	Delta	2022-02-19	2
2022-01-26	USA	Delta	2022-02-21	1
2022-01-26	USA	Delta	2022-02-24	2
2022-01-26	USA	Delta	2022-02-26	1
2022-01-26	USA	Delta	2022-03-07	2
2022-01-26	USA	Delta	2022-03-14	1
2022-01-26	USA	Delta	2022-03-30	2
2022-01-26	USA	Delta	2022-04-05	1
2022-01-26	USA	Delta	2022-04-06	1
2022-01-26	USA	Delta	2022-04-08	1
2022-01-26	USA	Delta	2022-04-19	3
2022-01-26	USA	Delta	2022-04-20	1
2022-01-26	USA	Delta	2022-05-13	1
2022-01-26	USA	Delta	2022-09-02	1
2022-01-26	USA	Omicron 21K	2022-01-27	78
2022-01-26	USA	Omicron 21K	2022-01-28	5
2022-01-26	USA	Omicron 21K	2022-01-31	89
2022-01-26	USA	Omicron 21K	2022-02-01	76
2022-01-26	USA	Omicron 21K	2022-02-02	189
2022-01-26	USA	Omicron 21K	2022-02-03	95
2022-01-26	USA	Omicron 21K	2022-02-04	141
2022-01-26	USA	Omicron 21K	2022-02-05	76
2022-01-26	USA	Omicron 21K	2022-02-06	851
2022-01-26	USA	Omicron 21K	2022-02-07	799
2022-01-26	USA	Omicron 21K	2022-02-08	978
2022-01-26	USA	Omicron 21K	2022-02-09	285
2022-01-26	USA	Omicron 21K	2022-02-10	146
2022-01-26	USA	Omicron 21K	2022-02-11	252
2022-01-26	USA	Omicron 21K	2022-02-12	151
2022-01-26	USA	Omicron 21K	2022-02-13	2
2022-01-26	USA	Omicron 21K	2022-02-14	198
2022-01-26	USA	Omicron 21K	2022-02-15	2261
2022-01-26	USA	Omicron 21K	2022-02-16	1623
2022-01-26	USA	Omicron 21K	2022-02-17	163
2022-01-26	USA	Omicron 21K	2022-02-18	144
2022-01-26	USA	Omicron 21K	2022-02-19	339
2022-01-26	USA	Omicron 21K	2022-02-20	1
2022-01-26	USA	Omicron 21K	2022-02-21	408
2022-01-26	USA	Omicron 21K	2022-02-22	392
2022-01-26	USA	Omicron 21K	2022-02-23	291
2022-01-26	USA	Omicron 21K	2022-02-24	198
2022-01-26	USA	Omicron 21K	2022-02-25	108
2022-01-26	USA	Omicron 21K	2022-02-26	8
2022-01-26	USA	Omicron 21K	2022-02-27	87
2022-01-26	USA	Omicron 21K	2022-02-28	18
2022-01-26	USA	Omicron 21K	2022-03-01	216
2022-01-26	USA	Omicron 21K	2022-03-02	65
2022-01-26	USA	Omicron 21K	2022-03-03	29
2022-01-26	USA	Omicron 21K	2022-03-04	25
2022-01-26	USA	Omicron 21K	2022-03-05	7
2022-01-26	USA	Omicron 21K	2022-03-06	8
2022-01-26	USA	Omicron 21K	2022-03-07	50
2022-01-26	USA	Omicron 21K	2022-03-08	337
2022-01-26	USA	Omicron 21K	2022-03-09	51
2022-01-26	USA	Omicron 21K	2022-03-10	28
2022-01-26	USA	Omicron 21K	2022-03-11	45
2022-01-26	USA	Omicron 21K	2022-03-12	13
2022-01-26	USA	Omicron 21K	2022-03-13	4
2022-01-26	USA	Omicron 21K	2022-03-14	67
2022-01-26	USA	Omicron 21K	2022-03-15	100
2022-01-26	USA	Omicron 21K	2022-03-16	121
2022-01-26	USA	Omicron 21K	2022-03-17	21
2022-01-26	USA	Omicron 21K	2022-03-18	134
2022-01-26	USA	Omicron 21K	2022-03-19	9
2022-01-26	USA	Omicron 21K	2022-03-20	230
2022-01-26	USA	Omicron 21K	2022-03-21	47
2022-01-26	USA	Omicron 21K	2022-03-22	5
2022-01-26	USA	Omicron 21K	2022-03-23	42
2022-01-26	USA	Omicron 21K	2022-03-24	14
2022-01-26	USA	Omicron 21K	2022-03-25	60
2022-01-26	USA	Omicron 21K	2022-03-26	20
2022-01-26	USA	Omicron 21K	2022-03-27	6
2022-01-26	USA	Omicron 21K	2022-03-28	9
2022-01-26	USA	Omicron 21K	2022-03-29	43
2022-01-26	USA	Omicron 21K	2022-03-30	109
2022-01-26	USA	Omicron 21K	2022-03-31	7
2022-01-26	USA	Omicron 21K	2022-04-01	107
2022-01-26	USA	Omicron 21K	2022-04-03	11
2022-01-26	USA	Omicron 21K	2022-04-04	10
2022-01-26	USA	Omicron 21K	2022-04-05	126
2022-01-26	USA	Omicron 21K	2022-04-06	11
2022-01-26	USA	Omicron 21K	2022-04-08	230
2022-01-26	USA	Omicron 21K	2022-04-10	1
2022-01-26	USA	Omicron 21K	2022-04-11	46
2022-01-26	USA	Omicron 21K	2022-04-12	11
2022-01-26	USA	Omicron 21K	2022-04-13	7
2022-01-26	USA	Omicron 21K	2022-04-14	140
2022-01-26	USA	Omicron 21K	2022-04-15	9
2022-01-26	USA	Omicron 21K	2022-04-16	16
2022-01-26	USA	Omicron 21K	2022-04-18	248
2022-01-26	USA	Omicron 21K	2022-04-19	32
2022-01-26	USA	Omicron 21K	2022-04-20	2
2022-01-26	USA	Omicron 21K	2022-04-21	5
2022-01-26	USA	Omicron 21K	2022-04-22	77
2022-01-26	USA	Omicron 21K	2022-04-23	67
2022-01-26	USA	Omicron 21K	2022-04-24	4
2022-01-26	USA	Omicron 21K	2022-04-25	1
2022-01-26	USA	Omicron 21K	2022-04-27	21
2022-01-26	USA	Omicron 21K	2022-04-28	24
2022-01-26	USA	Omicron 21K	2022-04-30	6
2022-01-26	USA	Omicron 21K	2022-05-01	2
2022-01-26	USA	Omicron 21K	2022-05-02	21
2022-01-26	USA	Omicron 21K	2022-05-04	40
2022-01-26	USA	Omicron 21K	2022-05-05	6
2022-01-26	USA	Omicron 21K	2022-05-06	4
2022-01-26	USA	Omicron 21K	2022-05-08	2
2022-01-26	USA	Omicron 21K	2022-05-09	4
2022-01-26	USA	Omicron 21K	2022-05-12	25
2022-01-26	USA	Omicron 21K	2022-05-13	3
2022-01-26	USA	Omicron 21K	2022-05-16	2
2022-01-26	USA	Omicron 21K	2022-05-17	2
2022-01-26	USA	Omicron 21K	2022-05-19	3
2022-01-26	USA	Omicron 21K	2022-05-20	29
2022-01-26	USA	Omicron 21K	2022-05-21	1
2022-01-26	USA	Omicron 21K	2022-05-25	8
2022-01-26	USA	Omicron 21K	2022-05-28	2
2022-01-26	USA	Omicron 21K	2022-06-02	2
2022-01-26	USA	Omicron 21K	2022-06-03	1
2022-01-26	USA	Omicron 21K	2022-06-06	2
2022-01-26	USA	Omicron 21K	2022-06-09	17
2022-01-26	USA	Omicron 21K	2022-06-10	1
2022-01-26	USA	Omicron 21K	2022-06-12	12
2022-01-26	USA	Omicron 21K	2022-06-13	11
2022-01-26	USA	Omicron 21K	2022-06-15	3
2022-01-26	USA	Omicron 21K	2022-06-22	8
2022-01-26	USA	Omicron 21K	2022-07-01	8
2022-01-26	USA	Omicron 21K	2022-07-06	16
2022-01-26	USA	Omicron 21K	2022-07-07	5
2022-01-26	USA	Omicron 21K	2022-07-18	3
2022-01-26	USA	Omicron 21K	2022-07-19	1
2022-01-26	USA	Omicron 21K	2022-07-20	1
2022-01-26	USA	Omicron 21K	2022-07-22	66
2022-01-26	USA	Omicron 21K	2022-07-25	1
2022-01-26	USA	Omicron 21K	2022-07-28	1
2022-01-26	USA	Omicron 21K	2022-08-04	1
2022-01-26	USA	Omicron 21K	2022-08-12	1
2022-01-26	USA	Omicron 21K	2022-08-16	6
2022-01-26	USA	Omicron 21K	2022-08-19	15
2022-01-26	USA	Omicron 21K	2022-08-22	1
2022-01-26	USA	Omicron 21K	2022-08-23	8
2022-01-26	USA	Omicron 21K	2022-08-29	1
2022-01-26	USA	Omicron 21K	2022-09-07	3
2022-01-26	USA	Omicron 21K	2022-09-14	25
2022-01-26	USA	Omicron 21K	2022-09-19	16
2022-01-26	USA	Omicron 21L	2022-02-02	8
2022-01-26	USA	Omicron 21L	2022-02-03	2
2022-01-26	USA	Omicron 21L	2022-02-05	1
2022-01-26	USA	Omicron 21L	2022-02-06	5
2022-01-26	USA	Omicron 21L	2022-02-07	7
2022-01-26	USA	Omicron 21L	2022-02-08	4
2022-01-26	USA	Omicron 21L	2022-02-10	10
2022-01-26	USA	Omicron 21L	2022-02-11	4
2022-01-26	USA	Omicron 21L	2022-02-13	2
2022-01-26	USA	Omicron 21L	2022-02-14	2
2022-01-26	USA	Omicron 21L	2022-02-15	24
2022-01-26	USA	Omicron 21L	2022-02-16	5
2022-01-26	USA	Omicron 21L	2022-02-17	3
2022-01-26	USA	Omicron 21L	2022-02-18	1
2022-01-26	USA	Omicron 21L	2022-02-21	3
2022-01-26	USA	Omicron 21L	2022-02-22	2
2022-01-26	USA	Omicron 21L	2022-02-23	2
2022-01-26	USA	Omicron 21L	2022-02-27	1
2022-01-26	USA	Omicron 21L	2022-03-01	2
2022-01-26	USA	Omicron 21L	2022-03-02	1
2022-01-26	USA	Omicron 21L	2022-03-04	1
2022-01-26	USA	Omicron 21L	2022-03-08	2
2022-01-26	USA	Omicron 21L	2022-03-09	3
2022-01-26	USA	Omicron 21L	2022-03-10	2
2022-01-26	USA	Omicron 21L	2022-03-15	3
2022-01-26	USA	Omicron 21L	2022-03-21	4
2022-01-26	USA	Omicron 21L	2022-03-25	1
2022-01-26	USA	Omicron 21L	2022-03-28	1
2022-01-26	USA	Omicron 21L	2022-03-31	1
2022-01-26	USA	Omicron 21L	2022-04-15	1
2022-01-26	USA	Omicron 21L	2022-04-18	6
2022-01-26	USA	Omicron 21L	2022-04-19	27
2022-01-26	USA	Omicron 21L	2022-05-25	1
2022-01-26	USA	other	2022-02-03	1
2022-01-26	USA	other	2022-02-08	2
2022-01-26	USA	other	2022-02-09	2
2022-01-26	USA	other	2022-02-12	1
2022-01-26	USA	other	2022-02-15	1
2022-01-26	USA	other	2022-02-16	2
2022-01-26	USA	other	2022-02-23	1
2022-01-26	USA	other	2022-03-08	2
2022-01-26	USA	other	2022-04-14	1
2022-01-26	USA	other	2022-04-18	1
2022-01-26	United Kingdom	Delta	2022-02-01	3
2022-01-26	United Kingdom	Delta	2022-02-04	1
2022-01-26	United Kingdom	Delta	2022-02-05	2
2022-01-26	United Kingdom	Delta	2022-02-13	2
2022-01-26	United Kingdom	Delta	2022-02-17	1
2022-01-26	United Kingdom	Delta	2022-02-22	1
2022-01-26	United Kingdom	Omicron 21K	2022-01-29	1
2022-01-26	United Kingdom	Omicron 21K	2022-01-30	2
2022-01-26	United Kingdom	Omicron 21K	2022-01-31	1
2022-01-26	United Kingdom	Omicron 21K	2022-02-01	2854
2022-01-26	United Kingdom	Omicron 21K	2022-02-02	1363
2022-01-26	United Kingdom	Omicron 21K	2022-02-03	1229
2022-01-26	United Kingdom	Omicron 21K	2022-02-04	430
2022-01-26	United Kingdom	Omicron 21K	2022-02-05	439
2022-01-26	United Kingdom	Omicron 21K	2022-02-06	237
2022-01-26	United Kingdom	Omicron 21K	2022-02-07	42
2022-01-26	United Kingdom	Omicron 21K	2022-02-08	10
2022-01-26	United Kingdom	Omicron 21K	2022-02-09	7
2022-01-26	United Kingdom	Omicron 21K	2022-02-10	4
2022-01-26	United Kingdom	Omicron 21K	2022-02-11	10
2022-01-26	United Kingdom	Omicron 21K	2022-02-12	160
2022-01-26	United Kingdom	Omicron 21K	2022-02-13	142
2022-01-26	United Kingdom	Omicron 21K	2022-02-14	21
2022-01-26	United Kingdom	Omicron 21K	2022-02-15	42
2022-01-26	United Kingdom	Omicron 21K	2022-02-16	48
2022-01-26	United Kingdom	Omicron 21K	2022-02-17	388
2022-01-26	United Kingdom	Omicron 21K	2022-02-18	459
2022-01-26	United Kingdom	Omicron 21K	2022-02-21	7
2022-01-26	United Kingdom	Omicron 21K	2022-02-22	93
2022-01-26	United Kingdom	Omicron 21K	2022-02-23	163
2022-01-26	United Kingdom	Omicron 21K	2022-02-24	45
2022-01-26	United Kingdom	Omicron 21K	2022-02-25	31
2022-01-26	United Kingdom	Omicron 21K	2022-02-28	16
2022-01-26	United Kingdom	Omicron 21K	2022-03-01	26
2022-01-26	United Kingdom	Omicron 21K	2022-03-02	9
2022-01-26	United Kingdom	Omicron 21K	2022-03-03	46
2022-01-26	United Kingdom	Omicron 21K	2022-03-07	9
2022-01-26	United Kingdom	Omicron 21K	2022-03-09	14
2022-01-26	United Kingdom	Omicron 21K	2022-03-14	35
2022-01-26	United Kingdom	Omicron 21K	2022-03-18	99
2022-01-26	United Kingdom	Omicron 21K	2022-03-21	2
2022-01-26	United Kingdom	Omicron 21K	2022-03-28	25
2022-01-26	United Kingdom	Omicron 21K	2022-04-01	4
2022-01-26	United Kingdom	Omicron 21K	2022-04-11	395
2022-01-26	United Kingdom	Omicron 21K	2022-07-27	10
2022-01-26	United Kingdom	Omicron 21L	2022-02-01	285
2022-01-26	United Kingdom	Omicron 21L	2022-02-02	65
2022-01-26	United Kingdom	Omicron 21L	2022-02-03	88
2022-01-26	United Kingdom	Omicron 21L	2022-02-04	20
2022-01-26	United Kingdom	Omicron 21L	2022-02-05	30
2022-01-26	United Kingdom	Omicron 21L	2022-02-06	6
2022-01-26	United Kingdom	Omicron 21L	2022-02-07	4
2022-01-26	United Kingdom	Omicron 21L	2022-02-12	14
2022-01-26	United Kingdom	Omicron 21L	2022-02-13	11
2022-01-26	United Kingdom	Omicron 21L	2022-02-15	1
2022-01-26	United Kingdom	Omicron 21L	2022-02-16	5
2022-01-26	United Kingdom	Omicron 21L	2022-02-17	15
2022-01-26	United Kingdom	Omicron 21L	2022-02-18	25
2022-01-26	United Kingdom	Omicron 21L	2022-02-22	1
2022-01-26	United Kingdom	Omicron 21L	2022-02-23	7
2022-01-26	United Kingdom	Omicron 21L	2022-02-24	1
2022-01-26	United Kingdom	Omicron 21L	2022-02-25	2
2022-01-26	United Kingdom	Omicron 21L	2022-02-28	3
2022-01-26	United Kingdom	Omicron 21L	2022-03-01	2
2022-01-26	United Kingdom	Omicron 21L	2022-03-03	2
2022-01-26	United Kingdom	Omicron 21L	2022-03-07	1
2022-01-26	United Kingdom	Omicron 21L	2022-03-14	8
2022-01-26	United Kingdom	Omicron 21L	2022-03-18	3
2022-01-26	United Kingdom	Omicron 21L	2022-04-11	12
2022-01-26	United Kingdom	other	2022-02-01	4
2022-01-26	United Kingdom	other	2022-02-02	1
2022-01-26	United Kingdom	other	2022-02-03	1
2022-01-26	United Kingdom	other	2022-02-05	1
2022-01-27	Australia	Delta	2022-02-10	1
2022-01-27	Australia	Omicron 21K	2022-02-03	2
2022-01-27	Australia	Omicron 21K	2022-02-04	25
2022-01-27	Australia	Omicron 21K	2022-02-07	19
2022-01-27	Australia	Omicron 21K	2022-02-10	62
2022-01-27	Australia	Omicron 21K	2022-02-12	5
2022-01-27	Australia	Omicron 21K	2022-02-16	23
2022-01-27	Australia	Omicron 21K	2022-02-17	30
2022-01-27	Australia	Omicron 21K	2022-02-19	2
2022-01-27	Australia	Omicron 21K	2022-02-21	16
2022-01-27	Australia	Omicron 21K	2022-02-23	40
2022-01-27	Australia	Omicron 21K	2022-02-24	8
2022-01-27	Australia	Omicron 21K	2022-03-02	4
2022-01-27	Australia	Omicron 21K	2022-03-07	1
2022-01-27	Australia	Omicron 21K	2022-03-08	1
2022-01-27	Australia	Omicron 21K	2022-03-13	23
2022-01-27	Australia	Omicron 21K	2022-03-24	4
2022-01-27	Australia	Omicron 21K	2022-03-28	1
2022-01-27	Australia	Omicron 21K	2022-04-02	3
2022-01-27	Australia	Omicron 21L	2022-02-10	1
2022-01-27	Australia	Omicron 21L	2022-02-16	2
2022-01-27	Australia	Omicron 21L	2022-02-17	7
2022-01-27	Australia	Omicron 21L	2022-02-19	1
2022-01-27	Australia	Omicron 21L	2022-02-23	1
2022-01-27	Australia	Omicron 21L	2022-03-02	2
2022-01-27	Australia	Omicron 21L	2022-03-13	1
2022-01-27	Australia	Omicron 21L	2022-04-02	1
2022-01-27	Brazil	Omicron 21K	2022-02-08	9
2022-01-27	Brazil	Omicron 21K	2022-02-14	47
2022-01-27	Brazil	Omicron 21K	2022-02-15	2
2022-01-27	Brazil	Omicron 21K	2022-02-16	13
2022-01-27	Brazil	Omicron 21K	2022-02-18	24
2022-01-27	Brazil	Omicron 21K	2022-02-20	22
2022-01-27	Brazil	Omicron 21K	2022-02-24	41
2022-01-27	Brazil	Omicron 21K	2022-02-26	5
2022-01-27	Brazil	Omicron 21K	2022-02-27	17
2022-01-27	Brazil	Omicron 21K	2022-02-28	12
2022-01-27	Brazil	Omicron 21K	2022-03-01	24
2022-01-27	Brazil	Omicron 21K	2022-03-03	4
2022-01-27	Brazil	Omicron 21K	2022-03-04	49
2022-01-27	Brazil	Omicron 21K	2022-03-05	3
2022-01-27	Brazil	Omicron 21K	2022-03-14	41
2022-01-27	Brazil	Omicron 21K	2022-03-15	1
2022-01-27	Brazil	Omicron 21K	2022-03-17	8
2022-01-27	Brazil	Omicron 21K	2022-03-18	6
2022-01-27	Brazil	Omicron 21K	2022-03-22	6
2022-01-27	Brazil	Omicron 21K	2022-03-23	1
2022-01-27	Brazil	Omicron 21K	2022-03-24	1
2022-01-27	Brazil	Omicron 21K	2022-03-25	12
2022-01-27	Brazil	Omicron 21K	2022-03-26	8
2022-01-27	Brazil	Omicron 21K	2022-03-31	10
2022-01-27	Brazil	Omicron 21K	2022-04-01	1
2022-01-27	Brazil	Omicron 21K	2022-04-04	4
2022-01-27	Brazil	Omicron 21K	2022-04-05	1
2022-01-27	Brazil	Omicron 21K	2022-04-06	1
2022-01-27	Brazil	Omicron 21K	2022-04-14	8
2022-01-27	Brazil	Omicron 21K	2022-04-19	11
2022-01-27	Brazil	Omicron 21K	2022-04-21	2
2022-01-27	Brazil	Omicron 21K	2022-04-29	22
2022-01-27	Brazil	Omicron 21K	2022-05-03	2
2022-01-27	Brazil	Omicron 21K	2022-05-04	5
2022-01-27	Brazil	Omicron 21K	2022-05-12	6
2022-01-27	Brazil	Omicron 21K	2022-05-16	4
2022-01-27	Brazil	Omicron 21K	2022-05-19	18
2022-01-27	Brazil	Omicron 21K	2022-05-20	17
2022-01-27	Brazil	Omicron 21K	2022-05-22	11
2022-01-27	Brazil	Omicron 21K	2022-05-24	10
2022-01-27	Brazil	Omicron 21K	2022-05-30	1
2022-01-27	Brazil	Omicron 21K	2022-06-02	1
2022-01-27	Brazil	Omicron 21K	2022-06-07	16
2022-01-27	Brazil	Omicron 21K	2022-06-16	2
2022-01-27	Brazil	Omicron 21K	2022-06-17	6
2022-01-27	Brazil	Omicron 21K	2022-06-21	7
2022-01-27	Brazil	Omicron 21K	2022-06-23	19
2022-01-27	Brazil	Omicron 21K	2022-06-27	2
2022-01-27	Brazil	Omicron 21K	2022-06-28	1
2022-01-27	Brazil	Omicron 21K	2022-06-30	24
2022-01-27	Brazil	Omicron 21K	2022-07-01	3
2022-01-27	Brazil	Omicron 21K	2022-07-06	5
2022-01-27	Brazil	Omicron 21K	2022-07-07	1
2022-01-27	Brazil	Omicron 21K	2022-07-13	1
2022-01-27	Brazil	Omicron 21K	2022-07-14	4
2022-01-27	Brazil	Omicron 21K	2022-07-18	43
2022-01-27	Brazil	Omicron 21K	2022-07-19	3
2022-01-27	Brazil	Omicron 21K	2022-07-21	4
2022-01-27	Brazil	Omicron 21K	2022-08-11	3
2022-01-27	Brazil	Omicron 21K	2022-08-26	17
2022-01-27	Brazil	Omicron 21K	2022-09-02	10
2022-01-27	Brazil	Omicron 21K	2022-09-09	6
2022-01-27	Brazil	Omicron 21L	2022-02-09	1
2022-01-27	Brazil	Omicron 21L	2022-04-05	1
2022-01-27	Brazil	Omicron 21L	2022-07-23	1
2022-01-27	Japan	Delta	2022-02-23	1
2022-01-27	Japan	Delta	2022-02-28	1
2022-01-27	Japan	Delta	2022-03-04	4
2022-01-27	Japan	Delta	2022-03-10	6
2022-01-27	Japan	Delta	2022-04-04	8
2022-01-27	Japan	Omicron 21K	2022-02-06	1
2022-01-27	Japan	Omicron 21K	2022-02-13	13
2022-01-27	Japan	Omicron 21K	2022-02-18	2
2022-01-27	Japan	Omicron 21K	2022-02-23	1
2022-01-27	Japan	Omicron 21K	2022-02-24	4
2022-01-27	Japan	Omicron 21K	2022-02-28	52
2022-01-27	Japan	Omicron 21K	2022-03-01	26
2022-01-27	Japan	Omicron 21K	2022-03-04	392
2022-01-27	Japan	Omicron 21K	2022-03-10	319
2022-01-27	Japan	Omicron 21K	2022-03-15	29
2022-01-27	Japan	Omicron 21K	2022-03-31	32
2022-01-27	Japan	Omicron 21K	2022-04-04	276
2022-01-27	Japan	Omicron 21K	2022-04-07	2
2022-01-27	Japan	Omicron 21K	2022-04-14	1
2022-01-27	Japan	Omicron 21K	2022-04-28	1
2022-01-27	Japan	Omicron 21K	2022-05-05	7
2022-01-27	Japan	Omicron 21K	2022-05-13	6
2022-01-27	Japan	Omicron 21K	2022-05-27	2
2022-01-27	Japan	Omicron 21K	2022-06-10	7
2022-01-27	Japan	Omicron 21K	2022-08-10	4
2022-01-27	Japan	Omicron 21K	2022-08-24	6
2022-01-27	Japan	Omicron 21K	2022-09-01	2
2022-01-27	Japan	Omicron 21L	2022-02-18	1
2022-01-27	Japan	Omicron 21L	2022-03-01	12
2022-01-27	Japan	Omicron 21L	2022-03-04	2
2022-01-27	Japan	Omicron 21L	2022-03-10	3
2022-01-27	Japan	Omicron 21L	2022-04-04	1
2022-01-27	South Africa	Omicron 21K	2022-02-10	5
2022-01-27	South Africa	Omicron 21K	2022-02-14	1
2022-01-27	South Africa	Omicron 21K	2022-02-22	1
2022-01-27	South Africa	Omicron 21K	2022-02-23	6
2022-01-27	South Africa	Omicron 21K	2022-03-03	1
2022-01-27	South Africa	Omicron 21K	2022-03-04	3
2022-01-27	South Africa	Omicron 21K	2022-03-10	1
2022-01-27	South Africa	Omicron 21K	2022-03-17	1
2022-01-27	South Africa	Omicron 21K	2022-03-30	4
2022-01-27	South Africa	Omicron 21K	2022-04-13	3
2022-01-27	South Africa	Omicron 21K	2022-04-22	2
2022-01-27	South Africa	Omicron 21K	2022-08-30	1
2022-01-27	South Africa	Omicron 21L	2022-02-10	2
2022-01-27	South Africa	Omicron 21L	2022-02-14	1
2022-01-27	South Africa	Omicron 21L	2022-02-22	7
2022-01-27	South Africa	Omicron 21L	2022-02-23	1
2022-01-27	South Africa	Omicron 21L	2022-03-03	5
2022-01-27	South Africa	Omicron 21L	2022-03-04	8
2022-01-27	South Africa	Omicron 21L	2022-03-09	2
2022-01-27	South Africa	Omicron 21L	2022-03-10	37
2022-01-27	South Africa	Omicron 21L	2022-03-17	16
2022-01-27	South Africa	Omicron 21L	2022-03-23	1
2022-01-27	South Africa	Omicron 21L	2022-03-30	7
2022-01-27	South Africa	Omicron 21L	2022-04-22	1
2022-01-27	South Africa	Omicron 21L	2022-07-21	1
2022-01-27	South Africa	Omicron 21L	2022-08-30	1
2022-01-27	South Africa	Omicron 22B	2022-06-23	1
2022-01-27	South Africa	other	2022-03-03	3
2022-01-27	South Africa	other	2022-03-10	1
2022-01-27	South Africa	other	2022-07-22	1
2022-01-27	USA	Delta	2022-02-01	1
2022-01-27	USA	Delta	2022-02-02	1
2022-01-27	USA	Delta	2022-02-04	3
2022-01-27	USA	Delta	2022-02-06	2
2022-01-27	USA	Delta	2022-02-08	4
2022-01-27	USA	Delta	2022-02-09	9
2022-01-27	USA	Delta	2022-02-10	2
2022-01-27	USA	Delta	2022-02-11	1
2022-01-27	USA	Delta	2022-02-12	1
2022-01-27	USA	Delta	2022-02-14	2
2022-01-27	USA	Delta	2022-02-15	4
2022-01-27	USA	Delta	2022-02-16	6
2022-01-27	USA	Delta	2022-02-17	9
2022-01-27	USA	Delta	2022-02-19	1
2022-01-27	USA	Delta	2022-02-21	1
2022-01-27	USA	Delta	2022-02-23	3
2022-01-27	USA	Delta	2022-02-25	1
2022-01-27	USA	Delta	2022-02-27	3
2022-01-27	USA	Delta	2022-03-01	1
2022-01-27	USA	Delta	2022-03-16	2
2022-01-27	USA	Delta	2022-03-18	1
2022-01-27	USA	Delta	2022-03-28	3
2022-01-27	USA	Delta	2022-03-29	1
2022-01-27	USA	Delta	2022-04-11	2
2022-01-27	USA	Delta	2022-04-13	1
2022-01-27	USA	Delta	2022-04-18	1
2022-01-27	USA	Delta	2022-04-19	1
2022-01-27	USA	Delta	2022-04-25	1
2022-01-27	USA	Delta	2022-04-28	1
2022-01-27	USA	Delta	2022-05-12	2
2022-01-27	USA	Delta	2022-07-06	1
2022-01-27	USA	Delta	2022-08-19	1
2022-01-27	USA	Omicron 21K	2022-01-31	3
2022-01-27	USA	Omicron 21K	2022-02-01	53
2022-01-27	USA	Omicron 21K	2022-02-02	68
2022-01-27	USA	Omicron 21K	2022-02-03	94
2022-01-27	USA	Omicron 21K	2022-02-04	171
2022-01-27	USA	Omicron 21K	2022-02-05	61
2022-01-27	USA	Omicron 21K	2022-02-06	467
2022-01-27	USA	Omicron 21K	2022-02-07	318
2022-01-27	USA	Omicron 21K	2022-02-08	1309
2022-01-27	USA	Omicron 21K	2022-02-09	369
2022-01-27	USA	Omicron 21K	2022-02-10	257
2022-01-27	USA	Omicron 21K	2022-02-11	136
2022-01-27	USA	Omicron 21K	2022-02-12	428
2022-01-27	USA	Omicron 21K	2022-02-13	5
2022-01-27	USA	Omicron 21K	2022-02-14	102
2022-01-27	USA	Omicron 21K	2022-02-15	1407
2022-01-27	USA	Omicron 21K	2022-02-16	2847
2022-01-27	USA	Omicron 21K	2022-02-17	397
2022-01-27	USA	Omicron 21K	2022-02-18	137
2022-01-27	USA	Omicron 21K	2022-02-19	382
2022-01-27	USA	Omicron 21K	2022-02-21	339
2022-01-27	USA	Omicron 21K	2022-02-22	827
2022-01-27	USA	Omicron 21K	2022-02-23	100
2022-01-27	USA	Omicron 21K	2022-02-24	327
2022-01-27	USA	Omicron 21K	2022-02-25	220
2022-01-27	USA	Omicron 21K	2022-02-26	1
2022-01-27	USA	Omicron 21K	2022-02-27	375
2022-01-27	USA	Omicron 21K	2022-02-28	14
2022-01-27	USA	Omicron 21K	2022-03-01	286
2022-01-27	USA	Omicron 21K	2022-03-02	50
2022-01-27	USA	Omicron 21K	2022-03-03	17
2022-01-27	USA	Omicron 21K	2022-03-04	9
2022-01-27	USA	Omicron 21K	2022-03-05	14
2022-01-27	USA	Omicron 21K	2022-03-06	8
2022-01-27	USA	Omicron 21K	2022-03-07	15
2022-01-27	USA	Omicron 21K	2022-03-08	338
2022-01-27	USA	Omicron 21K	2022-03-09	61
2022-01-27	USA	Omicron 21K	2022-03-10	15
2022-01-27	USA	Omicron 21K	2022-03-11	12
2022-01-27	USA	Omicron 21K	2022-03-12	5
2022-01-27	USA	Omicron 21K	2022-03-13	3
2022-01-27	USA	Omicron 21K	2022-03-14	100
2022-01-27	USA	Omicron 21K	2022-03-15	141
2022-01-27	USA	Omicron 21K	2022-03-16	95
2022-01-27	USA	Omicron 21K	2022-03-17	80
2022-01-27	USA	Omicron 21K	2022-03-18	140
2022-01-27	USA	Omicron 21K	2022-03-19	14
2022-01-27	USA	Omicron 21K	2022-03-20	171
2022-01-27	USA	Omicron 21K	2022-03-21	54
2022-01-27	USA	Omicron 21K	2022-03-22	17
2022-01-27	USA	Omicron 21K	2022-03-23	80
2022-01-27	USA	Omicron 21K	2022-03-24	20
2022-01-27	USA	Omicron 21K	2022-03-25	251
2022-01-27	USA	Omicron 21K	2022-03-26	13
